dataset,image,scale,scale_num,split,crop_id,crop_y,crop_x,crop_size,texture_bin,edge_bin,highpass_bin,flat_control,structured_crop,sc_inr_psnr_y,liif_psnr_y,lte_psnr_y,delta_vs_liif,delta_vs_lte,min_external_delta,mean_external_delta,wins_external,texture_var,edge_mag,highpass_energy
Urban100,img_005.png,x30,30,OOD,2,0,576,96,high,high,high,0,1,17.31085993,17.32229629,17.29715467,-0.01143636,0.01370526,-0.01143636,0.00113445,0,0.01957890,0.07090960,0.24253137
Urban100,img_005.png,x30,30,OOD,20,480,96,96,low,mid,low,0,0,23.16009536,24.44812404,23.71694327,-1.28802868,-0.55684791,-1.28802868,-0.92243830,0,0.00417833,0.01653728,0.09409477
Urban100,img_005.png,x30,30,OOD,21,480,384,96,high,high,high,0,1,12.72174870,12.91954755,13.76504214,-0.19779885,-1.04329344,-1.04329344,-0.62054615,0,0.02579485,0.05889053,0.27285603
Urban100,img_005.png,x30,30,OOD,22,480,672,96,mid,mid,high,0,1,23.85640000,23.69323556,23.74121327,0.16316444,0.11518673,0.11518673,0.13917558,1,0.01060888,0.02905214,0.20894188
Urban100,img_005.png,x30,30,OOD,23,480,924,96,low,low,low,1,0,48.13038652,48.23111134,48.26826436,-0.10072482,-0.13787784,-0.13787784,-0.11930133,0,0.00418966,0.01471497,0.09036137
Urban100,img_005.png,x30,30,OOD,24,576,96,96,mid,low,mid,0,1,22.96697066,23.07023612,22.56634028,-0.10326546,0.40063038,-0.10326546,0.14868246,0,0.00569986,0.01591373,0.11813990
Urban100,img_005.png,x30,30,OOD,25,576,384,96,high,high,high,0,1,14.38231117,14.53164152,16.33997396,-0.14933035,-1.95766279,-1.95766279,-1.05349657,0,0.02950552,0.05012328,0.26296243
Urban100,img_005.png,x30,30,OOD,26,576,672,96,low,low,low,1,0,47.56884574,47.37113795,47.53069456,0.19770779,0.03815118,0.03815118,0.11792949,1,0.00434177,0.01509687,0.09184010
Urban100,img_005.png,x30,30,OOD,27,576,924,96,low,low,low,1,0,46.82300964,46.83767642,46.88215165,-0.01466678,-0.05914201,-0.05914201,-0.03690439,0,0.00452720,0.01561691,0.09383327
Urban100,img_005.png,x30,30,OOD,28,654,192,96,high,mid,high,0,1,22.37618264,22.78002342,21.14929284,-0.40384078,1.22688980,-0.40384078,0.41152451,0,0.02920141,0.03708298,0.22481950
Urban100,img_005.png,x30,30,OOD,29,654,384,96,high,high,high,0,1,11.33177662,11.00388347,11.76935373,0.32789315,-0.43757711,-0.43757711,-0.05484198,0,0.03202414,0.05902576,0.23615782
Urban100,img_005.png,x30,30,OOD,3,0,768,96,low,low,low,1,0,48.16444882,48.19718950,48.05756782,-0.03274068,0.10688100,-0.03274068,0.03707016,0,0.00277914,0.01246699,0.07418201
Urban100,img_005.png,x30,30,OOD,30,654,672,96,low,low,low,1,0,46.84191472,46.91172463,46.84096382,-0.06980991,0.00095090,-0.06980991,-0.03442950,0,0.00454051,0.01560900,0.09430722
Urban100,img_005.png,x30,30,OOD,31,654,924,96,low,low,low,1,0,47.25620186,47.27215110,47.28634445,-0.01594924,-0.03014259,-0.03014259,-0.02304592,0,0.00474984,0.01583509,0.09624448
Urban100,img_005.png,x30,30,OOD,4,96,0,96,high,mid,mid,0,1,13.16328113,13.14025704,13.04241436,0.02302409,0.12086677,0.02302409,0.07194543,1,0.01988791,0.04105138,0.15460639
Urban100,img_005.png,x30,30,OOD,5,96,288,96,mid,high,mid,0,1,17.12361451,16.80066530,16.46167747,0.32294921,0.66193704,0.32294921,0.49244312,1,0.01458105,0.04293659,0.14948916
Urban100,img_005.png,x30,30,OOD,6,96,576,96,high,high,high,0,1,14.44607761,14.44662572,14.44829571,-0.00054811,-0.00221810,-0.00221810,-0.00138311,0,0.03198182,0.10199045,0.26768246
Urban100,img_005.png,x30,30,OOD,7,96,864,96,low,low,low,1,0,46.73781655,46.77938206,46.74088857,-0.04156551,-0.00307202,-0.04156551,-0.02231877,0,0.00310278,0.01343962,0.07839297
Urban100,img_005.png,x30,30,OOD,8,192,0,96,mid,mid,mid,0,1,16.53891023,16.09752159,16.49948534,0.44138864,0.03942489,0.03942489,0.24040676,1,0.01107738,0.03251753,0.16120113
Urban100,img_005.png,x30,30,OOD,9,192,288,96,mid,high,mid,0,1,17.22014602,17.68630035,17.07409747,-0.46615433,0.14604855,-0.46615433,-0.16005289,0,0.01546054,0.04308034,0.16209070
Urban100,img_005.png,x4,4,ID,0,0,0,96,mid,mid,mid,0,1,28.35432860,28.13507170,28.49597022,0.21925690,-0.14164162,-0.14164162,0.03880764,0,0.01253267,0.03151503,0.14127168
Urban100,img_005.png,x4,4,ID,1,0,288,96,high,high,mid,0,1,27.46309576,27.36371701,26.99646022,0.09937875,0.46663554,0.09937875,0.28300715,1,0.02555031,0.06346311,0.17300804
Urban100,img_005.png,x4,4,ID,10,192,576,96,high,high,high,0,1,22.92443092,23.54896377,23.20594309,-0.62453285,-0.28151217,-0.62453285,-0.45302251,0,0.02433390,0.07620423,0.21596549
Urban100,img_005.png,x4,4,ID,11,192,864,96,low,low,low,1,0,47.71096503,47.78901407,47.71313923,-0.07804904,-0.00217420,-0.07804904,-0.04011162,0,0.00191686,0.00883065,0.06050618
Urban100,img_005.png,x4,4,ID,12,288,96,96,mid,mid,mid,0,1,30.65866561,29.67694435,30.57986820,0.98172126,0.07879741,0.07879741,0.53025933,1,0.00661587,0.02182922,0.11977733
Urban100,img_005.png,x4,4,ID,13,288,288,96,mid,mid,mid,0,1,26.52946212,26.17015795,26.17791514,0.35930417,0.35154698,0.35154698,0.35542557,1,0.01265762,0.03609534,0.17060086
Urban100,img_005.png,x4,4,ID,14,288,576,96,high,high,high,0,1,26.99212631,27.74757205,27.20477173,-0.75544574,-0.21264542,-0.75544574,-0.48404558,0,0.01641409,0.05376294,0.18869379
Urban100,img_005.png,x4,4,ID,15,288,864,96,low,low,low,1,0,48.60973278,48.70748002,48.61223198,-0.09774724,-0.00249920,-0.09774724,-0.05012322,0,0.00205642,0.00881484,0.06250141
Urban100,img_005.png,x4,4,ID,16,384,96,96,mid,mid,mid,0,1,31.13312216,29.80116124,30.42185744,1.33196092,0.71126472,0.71126472,1.02161282,1,0.00825411,0.02422992,0.12422954
Urban100,img_005.png,x4,4,ID,17,384,384,96,mid,mid,high,0,1,27.42514529,27.55447191,27.42905744,-0.12932662,-0.00391215,-0.12932662,-0.06661939,0,0.01238473,0.03667357,0.18728875
Urban100,img_005.png,x4,4,ID,18,384,672,96,high,high,high,0,1,23.64429627,23.05923876,23.67392536,0.58505751,-0.02962909,-0.02962909,0.27771421,0,0.04412064,0.09959131,0.30842188
Urban100,img_005.png,x4,4,ID,19,384,864,96,low,low,low,1,0,48.97610451,49.03329332,48.97867764,-0.05718881,-0.00257313,-0.05718881,-0.02988097,0,0.00217554,0.00892539,0.06411190
Urban100,img_005.png,x4,4,ID,2,0,576,96,high,high,high,0,1,21.45544588,21.76341039,21.95062361,-0.30796451,-0.49517773,-0.49517773,-0.40157112,0,0.01825918,0.06412730,0.22234029
Urban100,img_005.png,x4,4,ID,20,480,96,96,low,mid,mid,0,1,32.94114271,33.36411184,33.94084997,-0.42296913,-0.99970726,-0.99970726,-0.71133819,0,0.00579035,0.02152340,0.12067375
Urban100,img_005.png,x4,4,ID,21,480,384,96,high,high,high,0,1,29.73173114,29.74860946,29.77935492,-0.01687832,-0.04762378,-0.04762378,-0.03225105,0,0.02169991,0.04247206,0.21677698
Urban100,img_005.png,x4,4,ID,22,480,672,96,mid,mid,high,0,1,26.76058697,26.57082544,26.35953891,0.18976153,0.40104806,0.18976153,0.29540479,1,0.01271720,0.03498312,0.22254743
Urban100,img_005.png,x4,4,ID,23,480,928,96,low,low,low,1,0,48.75440204,48.83848910,48.75973193,-0.08408706,-0.00532989,-0.08408706,-0.04470848,0,0.00234765,0.00922568,0.06664425
Urban100,img_005.png,x4,4,ID,24,576,96,96,mid,mid,mid,0,1,30.30973571,29.77479698,30.63048918,0.53493873,-0.32075347,-0.32075347,0.10709263,0,0.00819770,0.02069418,0.13514371
Urban100,img_005.png,x4,4,ID,25,576,384,96,high,high,high,0,1,27.82808507,27.51750213,27.83379905,0.31058294,-0.00571398,-0.00571398,0.15243448,0,0.02725983,0.05228948,0.24982716
Urban100,img_005.png,x4,4,ID,26,576,672,96,low,low,low,1,0,48.05980243,48.10469625,48.05968973,-0.04489382,0.00011270,-0.04489382,-0.02239056,0,0.00244665,0.00955440,0.06812602
Urban100,img_005.png,x4,4,ID,27,576,928,96,low,low,low,1,0,47.38039940,47.41892266,47.37621456,-0.03852326,0.00418484,-0.03852326,-0.01716921,0,0.00252616,0.00984020,0.06957617
Urban100,img_005.png,x4,4,ID,28,672,192,96,high,mid,high,0,1,30.81944039,29.90179381,31.04661443,0.91764658,-0.22717404,-0.22717404,0.34523627,0,0.02159239,0.03902327,0.23187765
Urban100,img_005.png,x4,4,ID,29,672,384,96,high,high,high,0,1,32.02028959,31.47966808,31.55126260,0.54062151,0.46902699,0.46902699,0.50482425,1,0.02498843,0.04901284,0.20326623
Urban100,img_005.png,x4,4,ID,3,0,768,96,low,low,low,1,0,48.34786132,48.43271454,48.34223295,-0.08485322,0.00562837,-0.08485322,-0.03961242,0,0.00155845,0.00804995,0.05456109
Urban100,img_005.png,x4,4,ID,30,672,672,96,low,low,low,1,0,47.45422073,47.48077405,47.44912417,-0.02655332,0.00509656,-0.02655332,-0.01072838,0,0.00256018,0.00991446,0.06969766
Urban100,img_005.png,x4,4,ID,31,672,928,96,low,low,low,1,0,47.89723530,47.92947180,47.89251604,-0.03223650,0.00471926,-0.03223650,-0.01375862,0,0.00268234,0.00993938,0.07127249
Urban100,img_005.png,x4,4,ID,4,96,0,96,mid,mid,mid,0,1,26.90738436,26.54757059,26.88980818,0.35981377,0.01757618,0.01757618,0.18869497,1,0.01462644,0.03518517,0.14797862
Urban100,img_005.png,x4,4,ID,5,96,288,96,high,high,mid,0,1,26.31305228,26.97813936,26.61869277,-0.66508708,-0.30564049,-0.66508708,-0.48536378,0,0.01893398,0.05001993,0.15757158
Urban100,img_005.png,x4,4,ID,6,96,576,96,high,high,high,0,1,19.83066582,19.82942198,19.85103338,0.00124384,-0.02036756,-0.02036756,-0.00956186,0,0.03121518,0.10009697,0.26012588
Urban100,img_005.png,x4,4,ID,7,96,864,96,low,low,low,1,0,47.16126646,47.21780688,47.16722415,-0.05654042,-0.00595769,-0.05654042,-0.03124906,0,0.00173817,0.00868673,0.05815606
Urban100,img_005.png,x4,4,ID,8,192,0,96,mid,low,low,0,0,28.32180358,27.67116438,28.34794875,0.65063920,-0.02614517,-0.02614517,0.31224701,0,0.00694418,0.01999532,0.10919471
Urban100,img_005.png,x4,4,ID,9,192,288,96,mid,high,mid,0,1,26.73196708,26.68163236,26.68544601,0.05033472,0.04652107,0.04652107,0.04842789,1,0.01626770,0.04328210,0.16215104
Urban100,img_005.png,x8,8,OOD,0,0,0,96,mid,mid,mid,0,1,25.93614997,25.46353229,25.46002397,0.47261768,0.47612600,0.47261768,0.47437184,1,0.01296801,0.03241711,0.14009127
Urban100,img_005.png,x8,8,OOD,1,0,288,96,high,high,mid,0,1,19.55715093,19.34899770,19.07928878,0.20815323,0.47786215,0.20815323,0.34300769,1,0.02441945,0.06134664,0.17269431
Urban100,img_005.png,x8,8,OOD,10,192,576,96,high,high,high,0,1,19.17257020,18.92016111,18.76407212,0.25240909,0.40849808,0.25240909,0.33045358,1,0.02331921,0.07405929,0.21742058
Urban100,img_005.png,x8,8,OOD,11,192,864,96,low,low,low,1,0,47.46203864,47.50932362,47.46375246,-0.04728498,-0.00171382,-0.04728498,-0.02449940,0,0.00210368,0.00942198,0.06358844
Urban100,img_005.png,x8,8,OOD,12,288,96,96,mid,mid,mid,0,1,26.02497451,25.58872060,25.75382793,0.43625391,0.27114658,0.27114658,0.35370025,1,0.00672088,0.02275365,0.12547146
Urban100,img_005.png,x8,8,OOD,13,288,288,96,mid,mid,mid,0,1,24.55237910,24.48959935,24.23540992,0.06277975,0.31696918,0.06277975,0.18987446,1,0.01154903,0.03432757,0.17020558
Urban100,img_005.png,x8,8,OOD,14,288,576,96,mid,high,high,0,1,22.16283447,21.24222808,21.79384477,0.92060639,0.36898970,0.36898970,0.64479804,1,0.01597858,0.05334078,0.18578322
Urban100,img_005.png,x8,8,OOD,15,288,864,96,low,low,low,1,0,48.38629317,48.42216097,48.39431880,-0.03586780,-0.00802563,-0.03586780,-0.02194671,0,0.00224869,0.00944419,0.06531518
Urban100,img_005.png,x8,8,OOD,16,384,96,96,mid,mid,mid,0,1,23.81902305,23.85888016,23.74606136,-0.03985711,0.07296169,-0.03985711,0.01655229,0,0.00923472,0.02654825,0.13222758
Urban100,img_005.png,x8,8,OOD,17,384,384,96,mid,mid,high,0,1,25.05824534,25.14009835,24.61001290,-0.08185301,0.44823244,-0.08185301,0.18318972,0,0.01251013,0.03684214,0.18684892
Urban100,img_005.png,x8,8,OOD,18,384,672,96,high,high,high,0,1,15.45394083,15.10465652,15.24503817,0.34928431,0.20890266,0.20890266,0.27909348,1,0.04631190,0.10380781,0.32107648
Urban100,img_005.png,x8,8,OOD,19,384,864,96,low,low,low,1,0,48.68626842,48.77258585,48.69640192,-0.08631743,-0.01013350,-0.08631743,-0.04822547,0,0.00238288,0.00956177,0.06723138
Urban100,img_005.png,x8,8,OOD,2,0,576,96,high,high,high,0,1,17.74907612,17.87151301,17.72039847,-0.12243689,0.02867765,-0.12243689,-0.04687962,0,0.01823712,0.06481842,0.22345009
Urban100,img_005.png,x8,8,OOD,20,480,96,96,low,mid,mid,0,1,26.12643088,26.00986253,26.19449959,0.11656835,-0.06806871,-0.06806871,0.02424982,0,0.00594290,0.02176394,0.12123141
Urban100,img_005.png,x8,8,OOD,21,480,384,96,high,high,high,0,1,24.91648927,24.94078311,24.76458352,-0.02429384,0.15190575,-0.02429384,0.06380595,0,0.02321056,0.04491140,0.22838287
Urban100,img_005.png,x8,8,OOD,22,480,672,96,mid,mid,high,0,1,22.11834942,21.86840072,21.95713880,0.24994870,0.16121062,0.16121062,0.20557966,1,0.01310023,0.03557085,0.22543749
Urban100,img_005.png,x8,8,OOD,23,480,928,96,low,low,low,1,0,48.35061813,48.39945196,48.34606994,-0.04883383,0.00454819,-0.04883383,-0.02214282,0,0.00257497,0.00991162,0.06967676
Urban100,img_005.png,x8,8,OOD,24,576,96,96,mid,mid,mid,0,1,29.25635514,29.03256629,28.86215196,0.22378885,0.39420318,0.22378885,0.30899602,1,0.00877977,0.02174445,0.13786836
Urban100,img_005.png,x8,8,OOD,25,576,384,96,high,high,high,0,1,24.88155305,24.47252434,24.71260484,0.40902871,0.16894821,0.16894821,0.28898846,1,0.02622759,0.05033888,0.24934489
Urban100,img_005.png,x8,8,OOD,26,576,672,96,low,low,low,1,0,47.81274119,47.85342961,47.81971214,-0.04068842,-0.00697095,-0.04068842,-0.02382969,0,0.00267066,0.01021881,0.07125448
Urban100,img_005.png,x8,8,OOD,27,576,928,96,low,low,low,1,0,47.04909481,47.07327897,47.05424856,-0.02418416,-0.00515375,-0.02418416,-0.01466896,0,0.00276596,0.01055297,0.07283141
Urban100,img_005.png,x8,8,OOD,28,672,192,96,high,mid,high,0,1,25.15964779,25.31426139,25.29710476,-0.15461360,-0.13745697,-0.15461360,-0.14603529,0,0.02294141,0.04038978,0.23759972
Urban100,img_005.png,x8,8,OOD,29,672,384,96,high,high,high,0,1,26.74172104,25.56284326,26.50048380,1.17887778,0.24123724,0.24123724,0.71005751,1,0.02484888,0.04939539,0.20658652
Urban100,img_005.png,x8,8,OOD,3,0,768,96,low,low,low,1,0,48.09689612,48.13884814,48.10015833,-0.04195202,-0.00326221,-0.04195202,-0.02260712,0,0.00170765,0.00856527,0.05738725
Urban100,img_005.png,x8,8,OOD,30,672,672,96,low,low,low,1,0,47.22483745,47.27466288,47.22546836,-0.04982543,-0.00063091,-0.04982543,-0.02522817,0,0.00280755,0.01060517,0.07292484
Urban100,img_005.png,x8,8,OOD,31,672,928,96,low,low,low,1,0,47.64458418,47.68909990,47.64921614,-0.04451572,-0.00463196,-0.04451572,-0.02457384,0,0.00293908,0.01062126,0.07490520
Urban100,img_005.png,x8,8,OOD,4,96,0,96,mid,mid,mid,0,1,21.94021686,22.22052511,21.85415728,-0.28030825,0.08605958,-0.28030825,-0.09712433,0,0.01636163,0.03837015,0.15528524
Urban100,img_005.png,x8,8,OOD,5,96,288,96,high,high,mid,0,1,21.57674015,22.25043498,21.97491335,-0.67369483,-0.39817320,-0.67369483,-0.53593402,0,0.01711568,0.04667092,0.14478143
Urban100,img_005.png,x8,8,OOD,6,96,576,96,high,high,high,0,1,15.49545973,15.27959357,14.83213656,0.21586616,0.66332317,0.21586616,0.43959466,1,0.03164651,0.10106874,0.26644227
Urban100,img_005.png,x8,8,OOD,7,96,864,96,low,low,low,1,0,46.87677311,46.90779753,46.87940205,-0.03102442,-0.00262894,-0.03102442,-0.01682668,0,0.00190749,0.00926423,0.06102367
Urban100,img_005.png,x8,8,OOD,8,192,0,96,mid,low,low,0,0,26.00864906,26.34451660,26.23623206,-0.33586754,-0.22758300,-0.33586754,-0.28172527,0,0.00753109,0.02162290,0.11625333
Urban100,img_005.png,x8,8,OOD,9,192,288,96,high,high,mid,0,1,22.39012921,22.66394404,22.53432629,-0.27381483,-0.14419708,-0.27381483,-0.20900596,0,0.01737985,0.04576039,0.16914517
Urban100,img_006.png,x16,16,OOD,0,0,0,96,high,high,high,0,1,13.72245697,13.73117116,13.71403000,-0.00871419,0.00842697,-0.00871419,-0.00014361,0,0.04014938,0.10802743,0.51186550
Urban100,img_006.png,x16,16,OOD,1,0,384,96,high,high,high,0,1,18.84271071,18.83020757,18.78081887,0.01250314,0.06189184,0.01250314,0.03719749,1,0.01990349,0.08117446,0.28458104
Urban100,img_006.png,x16,16,OOD,10,288,576,96,mid,high,mid,0,1,19.40318140,19.57887336,19.52867367,-0.17569196,-0.12549227,-0.17569196,-0.15059211,0,0.01241479,0.06518804,0.25717282
Urban100,img_006.png,x16,16,OOD,11,288,928,96,mid,mid,high,0,1,20.68303879,20.58342009,20.61365801,0.09961870,0.06938078,0.06938078,0.08449974,1,0.00895655,0.04900255,0.27033910
Urban100,img_006.png,x16,16,OOD,12,384,192,96,high,high,high,0,1,14.77593892,14.67436441,14.72768214,0.10157451,0.04825678,0.04825678,0.07491565,1,0.03492680,0.10914558,0.37568718
Urban100,img_006.png,x16,16,OOD,13,384,576,96,low,mid,mid,0,1,21.27978911,21.42841917,21.55237612,-0.14863006,-0.27258701,-0.27258701,-0.21060854,0,0.00732404,0.05100053,0.21684518
Urban100,img_006.png,x16,16,OOD,14,384,928,96,low,low,low,1,0,26.45383860,26.47829545,26.37684095,-0.02445685,0.07699765,-0.02445685,0.02627040,0,0.00250259,0.03076223,0.12096577
Urban100,img_006.png,x16,16,OOD,15,480,288,96,high,mid,mid,0,1,18.54615364,18.78440533,19.32319338,-0.23825169,-0.77703974,-0.77703974,-0.50764571,0,0.01558823,0.05903189,0.24075884
Urban100,img_006.png,x16,16,OOD,16,480,672,96,mid,mid,high,0,1,19.48513444,19.45625422,19.45993011,0.02888022,0.02520433,0.02520433,0.02704228,1,0.01224230,0.05969056,0.28893310
Urban100,img_006.png,x16,16,OOD,17,576,0,96,high,high,high,0,1,18.11280193,17.78962102,17.72469968,0.32318091,0.38810225,0.32318091,0.35564158,1,0.01677997,0.06020945,0.28531432
Urban100,img_006.png,x16,16,OOD,18,576,384,96,mid,low,mid,0,1,20.26735860,20.41205119,20.70887698,-0.14469259,-0.44151838,-0.44151838,-0.29310548,0,0.00855007,0.04410259,0.20601989
Urban100,img_006.png,x16,16,OOD,19,576,768,96,low,low,mid,1,0,22.95108135,23.11933121,22.75827829,-0.16824986,0.19280306,-0.16824986,0.01227660,0,0.00749767,0.04108299,0.17690040
Urban100,img_006.png,x16,16,OOD,2,0,768,96,low,low,low,1,0,21.88046034,21.69970188,22.00927380,0.18075846,-0.12881346,-0.12881346,0.02597250,0,0.00657131,0.04382932,0.16755554
Urban100,img_006.png,x16,16,OOD,20,672,0,96,high,high,high,0,1,16.25778349,16.34034940,16.22437047,-0.08256591,0.03341302,-0.08256591,-0.02457645,0,0.02193910,0.07697915,0.28808671
Urban100,img_006.png,x16,16,OOD,21,672,384,96,mid,mid,mid,0,1,20.77559409,20.56587824,20.82064064,0.20971585,-0.04504655,-0.04504655,0.08233465,0,0.00854389,0.04917638,0.19016878
Urban100,img_006.png,x16,16,OOD,22,672,768,96,low,low,low,1,0,24.30903111,24.31204878,24.36695997,-0.00301767,-0.05792886,-0.05792886,-0.03047326,0,0.00425095,0.03255127,0.15905671
Urban100,img_006.png,x16,16,OOD,23,768,96,96,mid,mid,mid,0,1,19.66335566,19.78975414,19.08832431,-0.12639848,0.57503135,-0.12639848,0.22431644,0,0.00986888,0.05069785,0.18027474
Urban100,img_006.png,x16,16,OOD,24,768,480,96,low,low,low,1,0,22.23280190,21.44119899,21.72693331,0.79160291,0.50586859,0.50586859,0.64873575,1,0.00718336,0.04163457,0.15540200
Urban100,img_006.png,x16,16,OOD,25,768,864,96,low,low,low,1,0,22.79768713,22.42850097,22.78583587,0.36918616,0.01185126,0.01185126,0.19051871,1,0.00628438,0.04192847,0.15439560
Urban100,img_006.png,x16,16,OOD,26,864,192,96,high,mid,mid,0,1,17.50985239,17.59891328,17.28009093,-0.08906089,0.22976146,-0.08906089,0.07035028,0,0.01483360,0.05847412,0.20270506
Urban100,img_006.png,x16,16,OOD,27,864,576,96,mid,mid,low,0,1,21.56333028,20.93533957,21.37703891,0.62799071,0.18629137,0.18629137,0.40714104,1,0.00781558,0.04419723,0.14613965
Urban100,img_006.png,x16,16,OOD,28,864,864,96,low,low,low,1,0,22.50920510,22.22811706,22.20252013,0.28108804,0.30668497,0.28108804,0.29388651,1,0.00623543,0.03491229,0.13538158
Urban100,img_006.png,x16,16,OOD,29,928,192,96,mid,mid,low,0,1,18.71811747,19.13177673,19.44930118,-0.41365926,-0.73118371,-0.73118371,-0.57242149,0,0.01293088,0.05022159,0.16439617
Urban100,img_006.png,x16,16,OOD,3,96,96,96,high,high,high,0,1,12.63035813,12.52288858,12.63077588,0.10746955,-0.00041775,-0.00041775,0.05352590,0,0.05865457,0.15167479,0.51694196
Urban100,img_006.png,x16,16,OOD,30,928,576,96,low,low,low,1,0,21.48675628,20.84244949,20.99086471,0.64430679,0.49589157,0.49589157,0.57009918,1,0.00637827,0.03679735,0.12859038
Urban100,img_006.png,x16,16,OOD,31,928,928,96,low,low,low,1,0,24.46088388,24.28203208,24.19727956,0.17885180,0.26360432,0.17885180,0.22122806,1,0.00431783,0.03276781,0.12978350
Urban100,img_006.png,x16,16,OOD,4,96,384,96,high,high,high,0,1,13.81677475,13.91127319,13.91967200,-0.09449844,-0.10289725,-0.10289725,-0.09869785,0,0.04043293,0.12482419,0.34891438
Urban100,img_006.png,x16,16,OOD,5,96,768,96,low,low,low,1,0,21.01959545,21.08543745,21.14754248,-0.06584200,-0.12794703,-0.12794703,-0.09689451,0,0.00754407,0.04343283,0.17431185
Urban100,img_006.png,x16,16,OOD,6,192,96,96,high,high,high,0,1,13.46592649,13.40687092,13.49690048,0.05905557,-0.03097399,-0.03097399,0.01404079,0,0.04877321,0.12629575,0.55210418
Urban100,img_006.png,x16,16,OOD,7,192,480,96,mid,high,mid,0,1,19.76954395,19.76804831,19.72727739,0.00149564,0.04226656,0.00149564,0.02188110,1,0.01182775,0.06913871,0.24786103
Urban100,img_006.png,x16,16,OOD,8,192,864,96,mid,mid,mid,0,1,20.86874336,20.73672362,20.77456183,0.13201974,0.09418153,0.09418153,0.11310064,1,0.01042210,0.05177825,0.20670198
Urban100,img_006.png,x16,16,OOD,9,288,192,96,high,high,high,0,1,15.44642577,15.27386788,15.38430626,0.17255789,0.06211951,0.06211951,0.11733870,1,0.03244163,0.08620988,0.47734711
Urban100,img_006.png,x30,30,OOD,0,0,0,96,high,high,high,0,1,12.74408206,12.58917368,12.80686711,0.15490838,-0.06278505,-0.06278505,0.04606167,0,0.04399421,0.11299200,0.52605623
Urban100,img_006.png,x30,30,OOD,1,0,384,96,high,high,high,0,1,18.16013733,18.55483623,18.66663486,-0.39469890,-0.50649753,-0.50649753,-0.45059821,0,0.02028078,0.08664102,0.28860775
Urban100,img_006.png,x30,30,OOD,10,288,576,96,mid,high,mid,0,1,18.97240398,19.03576229,19.03827645,-0.06335831,-0.06587247,-0.06587247,-0.06461539,0,0.01207350,0.06443809,0.25029957
Urban100,img_006.png,x30,30,OOD,11,288,924,96,mid,mid,high,0,1,19.50200165,19.53686048,19.48796339,-0.03485883,0.01403826,-0.03485883,-0.01041029,0,0.01125900,0.05512450,0.30818260
Urban100,img_006.png,x30,30,OOD,12,384,192,96,high,high,high,0,1,14.20947204,13.98039569,14.07410502,0.22907635,0.13536702,0.13536702,0.18222169,1,0.03796873,0.11843501,0.35597286
Urban100,img_006.png,x30,30,OOD,13,384,576,96,low,mid,mid,0,1,21.02188961,21.04818593,20.79859609,-0.02629632,0.22329352,-0.02629632,0.09849860,0,0.00770632,0.05175423,0.22356714
Urban100,img_006.png,x30,30,OOD,14,384,924,96,low,low,low,1,0,24.75743487,24.85774026,24.70425862,-0.10030539,0.05317625,-0.10030539,-0.02356457,0,0.00269339,0.03184175,0.11932789
Urban100,img_006.png,x30,30,OOD,15,480,288,96,high,mid,mid,0,1,17.22623787,16.32662801,15.94858747,0.89960986,1.27765040,0.89960986,1.08863013,1,0.01599121,0.05956611,0.24362867
Urban100,img_006.png,x30,30,OOD,16,480,672,96,mid,high,high,0,1,18.05750479,18.47606418,18.43614042,-0.41855939,-0.37863563,-0.41855939,-0.39859751,0,0.01358403,0.06483001,0.29559699
Urban100,img_006.png,x30,30,OOD,17,576,0,96,high,mid,high,0,1,13.62804636,13.28532035,13.31040647,0.34272601,0.31763989,0.31763989,0.33018295,1,0.01628724,0.06153479,0.25766218
Urban100,img_006.png,x30,30,OOD,18,576,384,96,mid,low,mid,0,1,19.20077756,19.84977978,19.03025270,-0.64900222,0.17052486,-0.64900222,-0.23923868,0,0.00801561,0.04532467,0.20729288
Urban100,img_006.png,x30,30,OOD,19,576,768,96,low,low,low,1,0,20.83435709,21.07286884,20.65258122,-0.23851175,0.18177587,-0.23851175,-0.02836794,0,0.00746499,0.03992992,0.17144389
Urban100,img_006.png,x30,30,OOD,2,0,768,96,low,low,low,1,0,24.90258147,24.91743823,24.91983083,-0.01485676,-0.01724936,-0.01724936,-0.01605306,0,0.00419998,0.03893556,0.14785105
Urban100,img_006.png,x30,30,OOD,20,672,0,96,high,high,high,0,1,15.24935241,15.34502628,15.22012924,-0.09567387,0.02922317,-0.09567387,-0.03322535,0,0.02256791,0.08019792,0.30699363
Urban100,img_006.png,x30,30,OOD,21,672,384,96,mid,mid,mid,0,1,18.21804850,18.13490341,18.06024841,0.08314509,0.15780009,0.08314509,0.12047259,1,0.01043975,0.05726233,0.21434383
Urban100,img_006.png,x30,30,OOD,22,672,768,96,low,low,low,1,0,24.19128888,24.03525512,24.06963852,0.15603376,0.12165036,0.12165036,0.13884206,1,0.00340288,0.03013987,0.13070871
Urban100,img_006.png,x30,30,OOD,23,768,96,96,mid,mid,mid,0,1,16.70301307,17.56670414,18.18220965,-0.86369107,-1.47919658,-1.47919658,-1.17144382,0,0.01088876,0.05246811,0.18042606
Urban100,img_006.png,x30,30,OOD,24,768,480,96,mid,low,low,0,0,16.04544625,17.56689631,17.37129910,-1.52145006,-1.32585285,-1.52145006,-1.42365145,0,0.00879372,0.04191608,0.16101918
