model,dataset,image,scale,psnr_y,ssim_y,rmse_y,edge_rmse,texture_rmse,flat_rmse,highpass_rmse,fft_low_power,fft_mid_power,fft_high_power
SC-INR,bsd100,103070.png,x30,22.29686968922396,0.46049501573263396,0.07676380888737387,0.10936116427183151,0.12378674745559692,0.04251233488321304,0.09825807809829712,6.625162245350421e-07,2.916137610047566e-08,4.251974637627033e-09
SC-INR-NoSinc,bsd100,103070.png,x30,22.31320593061516,0.4642140997784957,0.07661956878941556,0.10916496068239212,0.12336090207099915,0.042066801339387894,0.09824126213788986,6.594108551741024e-07,2.915875790943882e-08,4.25224096366238e-09
Bicubic,bsd100,105025.png,x4,25.477633962993075,0.7486532128557165,0.05322532253411226,0.08182933926582336,0.08929086476564407,0.0050675757229328156,0.14243315160274506,4.499689378974238e-08,3.8907631059881555e-08,6.2343578073936006e-09
LTE,bsd100,105025.png,x4,26.237191519399985,0.7951869094669405,0.04876861522136628,0.07466363161802292,0.07891193777322769,0.0047170245088636875,0.14033301174640656,1.986995517049064e-08,3.484169263184815e-08,6.18079874834729e-09
SC-INR-NoPhi,bsd100,105025.png,x4,26.24207713011146,0.7951852093825299,0.04874119172391371,0.07462279498577118,0.07887570559978485,0.004742801189422607,0.140423983335495,1.974862470937469e-08,3.4794318293303524e-08,6.189414099170092e-09
SC-INR-NoPhi-Signed,bsd100,105025.png,x4,26.24273179828977,0.7950206349610587,0.04873751816760241,0.07459951937198639,0.0790192261338234,0.004748649895191193,0.14043252170085907,1.9309200302797287e-08,3.4879118349006905e-08,6.1926715037471744e-09
SC-INR,bsd100,105025.png,x4,26.246396867770518,0.7962334418482458,0.048716957382600255,0.0746477022767067,0.07892301678657532,0.004748252220451832,0.14037731289863586,1.951564233409025e-08,3.479375449801577e-08,6.190409791339293e-09
SC-INR-NoSinc,bsd100,105025.png,x4,26.25056908288041,0.7958391949434812,0.04869356210299269,0.0745483860373497,0.07889372110366821,0.00473934318870306,0.1405443251132965,1.91567857654828e-08,3.4799581502627395e-08,6.203528820235542e-09
Bicubic,bsd100,105025.png,x8,23.49746812322946,0.5899011203114188,0.06685387635960487,0.09833008795976639,0.11291799694299698,0.009435421787202358,0.14446015655994415,2.047492294472973e-07,4.1719880705910244e-08,6.647148859524345e-09
LTE,bsd100,105025.png,x8,24.00574935902818,0.6365226179353356,0.06305398397534118,0.09442604333162308,0.10514471679925919,0.0075274924747645855,0.14427660405635834,1.5592547953059447e-07,4.1589924012462746e-08,6.640625354676126e-09
SC-INR-NoPhi,bsd100,105025.png,x8,23.993801567477515,0.6367453848261003,0.0631407769535769,0.0946928858757019,0.10523944348096848,0.007500200532376766,0.144281268119812,1.5686100014720092e-07,4.162496033443449e-08,6.64134305662328e-09
SC-INR-NoPhi-Signed,bsd100,105025.png,x8,24.01070757447526,0.6369274889815257,0.06301800078470937,0.09436727315187454,0.10502075403928757,0.007609395310282707,0.1442757546901703,1.5551121348224254e-07,4.158188150558206e-08,6.640109371610153e-09
SC-INR,bsd100,105025.png,x8,24.027927606735012,0.6386112488455425,0.06289318950234253,0.09416218101978302,0.10473193228244781,0.007476927246898413,0.14423170685768127,1.541691144076675e-07,4.153177286829157e-08,6.6389677583169375e-09
SC-INR-NoSinc,bsd100,105025.png,x8,24.026242799703596,0.638630342876557,0.06290539011388877,0.09412679821252823,0.10475438833236694,0.007532636635005474,0.1442566066980362,1.5414850091113555e-07,4.157258844871966e-08,6.638178258293822e-09
Bicubic,bsd100,105025.png,x16,21.608993961456527,0.44136596095528785,0.08309029520208143,0.1127985492348671,0.13226644694805145,0.024584582075476646,0.14636172354221344,4.853123286648801e-07,4.640800115808951e-08,7.490678729259669e-09
LTE,bsd100,105025.png,x16,22.297792639626515,0.4932171801394959,0.07675565250648117,0.11000287532806396,0.12595607340335846,0.016888327896595,0.14631998538970947,3.745994408378043e-07,4.636204348822764e-08,7.48501910520943e-09
SC-INR-NoPhi,bsd100,105025.png,x16,22.21383553234371,0.4893973500224056,0.07750116366139606,0.11071465164422989,0.12658154964447021,0.017788061872124672,0.1463577002286911,3.870278749127638e-07,4.63912964280075e-08,7.490125255150186e-09
SC-INR-NoPhi-Signed,bsd100,105025.png,x16,22.278990714066452,0.49161351768049516,0.07692198171575267,0.11003813147544861,0.12597081065177917,0.017296526581048965,0.14635774493217468,3.769710788902608e-07,4.645678917325131e-08,7.486028123059389e-09
SC-INR,bsd100,105025.png,x16,22.262290077895916,0.4908820453552961,0.07707002433320825,0.11015288531780243,0.1259206086397171,0.01817357912659645,0.14635229110717773,3.7966582449084167e-07,4.64107590056309e-08,7.486946430254393e-09
SC-INR-NoSinc,bsd100,105025.png,x16,22.296715254055336,0.49351910623656575,0.0767651737604791,0.1094810962677002,0.12541604042053223,0.017716793343424797,0.14632247388362885,3.7477337965914583e-07,4.635865472409374e-08,7.48517265630576e-09
Bicubic,bsd100,105025.png,x30,19.77103320739231,0.3484132840788744,0.10267112946344857,0.12434558570384979,0.14456407725811005,0.05396739020943642,0.14479577541351318,1.1454983092817473e-06,5.7202401106587705e-08,9.578794279510321e-09
LTE,bsd100,105025.png,x30,20.42608974174579,0.388780324971516,0.09521283856750266,0.12388566881418228,0.14416459202766418,0.03841076418757439,0.14479227364063263,9.377887354740606e-07,5.71900462247833e-08,9.576800539064342e-09
SC-INR-NoPhi,bsd100,105025.png,x30,20.432304326890876,0.3911439051279973,0.09514473999736008,0.1242322251200676,0.1441481113433838,0.037264447659254074,0.14478924870491028,9.360614090120813e-07,5.717165363563415e-08,9.57499295386272e-09
SC-INR-NoPhi-Signed,bsd100,105025.png,x30,20.499874783345934,0.39736203587550617,0.09440744860600712,0.12463543564081192,0.14441801607608795,0.03600985184311867,0.1448066532611847,9.161432668651172e-07,5.721483763163658e-08,9.580744853375207e-09
SC-INR,bsd100,105025.png,x30,20.445206555119277,0.3913613320785269,0.09500351464050573,0.12429983913898468,0.14398863911628723,0.03819138929247856,0.14480392634868622,9.320194596990326e-07,5.721881815376218e-08,9.580847324452545e-09
SC-INR-NoSinc,bsd100,105025.png,x30,20.436216050213282,0.3912915978161564,0.09510190085016591,0.12433156371116638,0.14452221989631653,0.037804245948791504,0.1447913497686386,9.348151581591662e-07,5.718779638397873e-08,9.578072228767988e-09
Bicubic,bsd100,106024.png,x4,31.50246131709528,0.8952318830864333,0.026599711980116927,0.05144035443663597,0.054075464606285095,0.0035227301996201277,0.06153782829642296,1.5508388088526716e-08,9.537990003222288e-09,1.1579013084519358e-09
LTE,bsd100,106024.png,x4,34.07608541591794,0.9201746327728687,0.019778608278185936,0.03672844544053078,0.03750470280647278,0.0030383733101189137,0.05396004766225815,3.5281144882143165e-09,5.762012838546933e-09,9.707665631686594e-10
