model,path_type,dataset,image,base_scale,cell_multiplier,oracle_psnr_y,oracle_rmse_y,delta_tracking_rmse_y,cell_sensitivity_rmse_y,oracle_change_rmse_y,weak_oracle,valid_shave,cell_phase_rms,cell_phase_delta_rms_vs_native,feature_phase_rms,feature_phase_delta_rms_vs_native,analytic_response_mean,analytic_response_abs_mean,analytic_response_neg_frac,active_response_mean,active_response_abs_mean,active_response_neg_frac,active_response_delta_rms_vs_native,effective_pair_mag_mean,effective_pair_delta_rms_vs_native,effective_energy_ratio_mean,imnet_input_pair_mag_mean,imnet_input_pair_delta_rms_vs_native
LTE,cell_conditioned_phase,bsd100,101085.png,x4,1,27.772061166723336,0.040869275757122986,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21786196529865265,0.0
LTE,cell_conditioned_phase,bsd100,101085.png,x4,2,33.15177760362118,0.02199941436353179,0.024896182119846344,0.003714060178026557,0.025407709181308746,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22017116844654083,0.07530827820301056
LTE,cell_conditioned_phase,bsd100,101085.png,x4,4,34.20150701548568,0.01949506328005676,0.03968837857246399,0.018188685178756714,0.03881296515464783,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21005038917064667,0.08725949376821518
LTE-NoCellPhase,no_phase,bsd100,101085.png,x4,1,27.570438504518883,0.0418290570845116,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19157715141773224,0.0
LTE-NoCellPhase,no_phase,bsd100,101085.png,x4,2,33.097004885092936,0.022138579723450742,0.025407709181308746,0.0,0.025407709181308746,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19157715141773224,0.0
LTE-NoCellPhase,no_phase,bsd100,101085.png,x4,4,37.038094827878176,0.014063559618903897,0.03881296515464783,0.0,0.03881296515464783,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19157715141773224,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101085.png,x4,1,27.606699104981843,0.04165479915090876,0.0,0.0,0.0,False,0,nan,nan,0.10226523131132126,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20607373118400574,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101085.png,x4,2,32.950681182895366,0.022514688404505278,0.025407709181308746,0.0,0.025407709181308746,False,0,nan,nan,0.10226523131132126,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20607373118400574,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101085.png,x4,4,36.36387120725471,0.015198699891090304,0.03881296515464783,0.0,0.03881296515464783,False,0,nan,nan,0.10226523131132126,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20607373118400574,0.0
SC-INR-NoPhi,analytic_sinc_response,bsd100,101085.png,x4,1,27.87479190274546,0.040388749307801446,0.0,0.0,0.0,False,0,nan,nan,nan,nan,0.9650818109512329,0.9650818109512329,0.0,0.9650818109512329,0.9650818109512329,0.0,0.0,0.5412994623184204,0.0,0.9346253275871277,0.3480052053928375,0.0
SC-INR-NoPhi,analytic_sinc_response,bsd100,101085.png,x4,2,33.38933553424275,0.02140588674358891,0.024755826219916344,0.0037561259232461452,0.025407709181308746,False,0,nan,nan,nan,nan,0.8762282133102417,0.8762363791465759,0.00042724609375,0.8762282133102417,0.8762363791465759,0.00042724609375,0.15677718818187714,0.48994895815849304,0.12805823981761932,0.8022556900978088,0.3132760524749756,0.08761854469776154
SC-INR-NoPhi,analytic_sinc_response,bsd100,101085.png,x4,4,35.90693691978869,0.01601965482098346,0.038325387984514236,0.015056684613227844,0.03881296515464783,False,0,nan,nan,nan,nan,0.6716498732566833,0.7068182826042175,0.137725830078125,0.6716498732566833,0.7068182826042175,0.137725830078125,0.4407360553741455,0.39035364985466003,0.33394041657447815,0.5952156782150269,0.24508419632911682,0.23374684154987335
SC-INR,analytic_sinc_response,bsd100,101085.png,x4,1,27.691593020444518,0.04124965769632959,0.0,0.0,0.0,False,0,nan,nan,0.04250546172261238,0.0,0.9609979391098022,0.9609979391098022,0.0,0.9609979391098022,0.9609979391098022,0.0,0.0,0.2638641595840454,0.0,0.9282307624816895,0.16299283504486084,0.0
SC-INR,analytic_sinc_response,bsd100,101085.png,x4,2,33.127518899602016,0.02206094211120464,0.02494158409535885,0.002992038382217288,0.025407709181308746,False,0,nan,nan,0.04250546172261238,0.0,0.8672351241111755,0.8672351241111755,0.0,0.8672351241111755,0.8672351241111755,0.0,0.17304399609565735,0.2335289716720581,0.08157962560653687,0.7976714968681335,0.14262345433235168,0.05578353628516197
SC-INR,analytic_sinc_response,bsd100,101085.png,x4,4,35.00835068965221,0.01776570578361126,0.0395166277885437,0.015531408600509167,0.03881296515464783,False,0,nan,nan,0.04250546172261238,0.0,0.6812914609909058,0.7167116403579712,0.12139892578125,0.6812914609909058,0.7167116403579712,0.12139892578125,0.4316323399543762,0.18770341575145721,0.19051742553710938,0.6145128607749939,0.11090963333845139,0.13426148891448975
SC-INR-NoSinc,no_sinc_response,bsd100,101085.png,x4,1,27.69464983192675,0.041235143323319436,0.0,0.0,0.0,False,0,nan,nan,0.04282698780298233,0.0,0.9666756391525269,0.9666756391525269,0.0,1.0,1.0,0.0,0.0,0.2966758608818054,0.0,1.0,0.18525046110153198,0.0
SC-INR-NoSinc,no_sinc_response,bsd100,101085.png,x4,2,33.05791854021357,0.022238427416148388,0.025407709181308746,0.0,0.025407709181308746,False,0,nan,nan,0.04282698780298233,0.0,0.8938544988632202,0.8956612944602966,0.03094482421875,1.0,1.0,0.0,0.0,0.2966758608818054,0.0,1.0,0.18525046110153198,0.0
SC-INR-NoSinc,no_sinc_response,bsd100,101085.png,x4,4,36.24331722034271,0.01541111775926237,0.03881296515464783,0.0,0.03881296515464783,False,0,nan,nan,0.04282698780298233,0.0,0.7525073289871216,0.7660697102546692,0.0625,1.0,1.0,0.0,0.0,0.2966758608818054,0.0,1.0,0.18525046110153198,0.0
LTE,cell_conditioned_phase,bsd100,101087.png,x4,1,25.142128169073025,0.055321454701284,0.0,0.0,0.0,False,0,0.2576398253440857,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3102685511112213,0.0
LTE,cell_conditioned_phase,bsd100,101087.png,x4,2,30.353749079856662,0.030360753516216483,0.03391711041331291,0.010914093814790249,0.03522408381104469,False,0,0.5152796506881714,0.2576398253440857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31054994463920593,0.11070432513952255
LTE,cell_conditioned_phase,bsd100,101087.png,x4,4,29.9106237132887,0.031949849322236844,0.05484882369637489,0.03883594647049904,0.053786005824804306,False,0,1.0305593013763428,0.7729194760322571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3040134012699127,0.131941556930542
LTE-NoCellPhase,no_phase,bsd100,101087.png,x4,1,25.22399104878751,0.05480250969418623,0.0,0.0,0.0,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2663343846797943,0.0
LTE-NoCellPhase,no_phase,bsd100,101087.png,x4,2,30.349888324070335,0.030374251443760006,0.03522408381104469,0.0,0.03522408381104469,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2663343846797943,0.0
LTE-NoCellPhase,no_phase,bsd100,101087.png,x4,4,28.952919818779186,0.03567418080261817,0.053786005824804306,0.0,0.053786005824804306,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2663343846797943,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101087.png,x4,1,25.678857982283077,0.052006436991914144,0.0,0.0,0.0,False,0,nan,nan,0.12393439561128616,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29448744654655457,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101087.png,x4,2,31.49355449562264,0.026627002264679955,0.03522408381104469,0.0,0.03522408381104469,False,0,nan,nan,0.12393439561128616,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29448744654655457,0.0
LTE-PhaseZ,feature_conditioned_phase,bsd100,101087.png,x4,4,30.093755695123612,0.03128327520357059,0.053786005824804306,0.0,0.053786005824804306,False,0,nan,nan,0.12393439561128616,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29448744654655457,0.0
